N_unmapped	154256	154256	154256
N_multimapping	0	0	0
N_noFeature	35196	439442	465818
N_ambiguous	59928	3231	3200
YDL248W	7	4	3
YDL247W-A	0	0	0
YDL247W	0	0	0
YDL246C	0	0	0
YDL245C	4	1	3
YDL244W	1	0	1
YDL243C	37	21	16
YDL242W	2	0	2
YDL241W	39	21	18
YDL240C-A	0	0	0
YDL240W	21	13	8
YDL239C	12	10	2
YDL238C	47	30	17
YDL237W	62	21	41
YDL236W	176	84	92
YDL235C	44	20	24
YDL234C	153	72	81
YDL233W	45	25	20
YDL232W	28	16	12
YDL231C	70	40	30
YDL230W	54	29	25
YDL229W	625	948	960
YDL228C	4	738	549
YDL227C	15	7	8
YDL226C	109	61	48
YDL225W	80	41	39
YDL224C	70	38	32
YDL223C	47	30	17
YDL222C	10	4	6
YDL221W	4	10	9
YDL220C	33	27	21
YDL219W	16	8	8
YDL218W	9	5	4
YDL217C	33	21	12
YDL216C	29	15	14
YDL215C	112	55	57
YDL214C	8	5	3
YDL213C	93	50	43
YDL212W	143	68	75
YDL211C	19	9	10
tG(GCC)D1	0	0	0
YDL210W	3	2	1
YDL209C	19	11	8
YDL208W	193	104	89
YDL207W	57	28	29
YDL206W	19	8	11
YDL205C	78	34	44
YDL204W	54	26	28
YDL203C	42	24	18
YDL202W	40	23	17
YDL201W	40	19	21
YDL200C	12	7	5
YDL199C	21	12	9
YDL198C	139	81	58
YDL197C	47	22	25
YDL196W	0	0	0
YDL195W	380	203	177
YDL194W	61	29	32
YDL193W	47	29	18
YDL192W	527	269	258
YDL191W	353	297	56
YDL190C	109	51	58
YDL189W	103	44	59
YDL188C	77	34	43
YDL187C	0	3	1
YDL186W	11	6	9
YDL185C-A	1	1	4
YDL185W	754	387	371
YDL184C	328	273	55
YDL183C	7	5	2
YDL182W	255	126	129
YDL181W	33	23	10
YDL180W	74	42	32
YDL179W	16	7	9
YDL178W	85	45	40
YDL177C	15	5	10
YDL176W	26	12	14
YDL175C	24	11	13
YDL174C	179	88	91
YDL173W	57	65	71
YDL172C	0	45	34
YDL171C	332	161	171
YDL170W	63	37	26
YDL169C	24	15	9
YDL168W	101	53	48
YDL167C	39	14	25
YDL166C	52	29	23
YDL165W	26	13	13
YDL164C	51	29	26
YDL163W	0	1	3
YDL162C	1	0	3
YDL161W	152	79	75
YDL160C-A	20	16	4
YDL160C	106	57	49
YDL159W-A	0	0	0
YDL159W	23	14	11
YDL159C-B	0	1	0
YDL158C	4	4	1
YDL157C	35	21	14
YDL156W	21	9	12
YDL155W	60	37	23
YDL154W	8	3	5
YDL153C	91	57	42
YDL152W	0	1	7
YDL151C	0	5	21
YDL150W	34	36	24
YDL149W	37	18	19
YDL148C	46	23	23
YDL147W	174	84	90
YDL146W	54	33	21
YDL145C	390	197	193
YDL144C	110	61	49
YDL143W	387	205	183
YDL142C	22	12	10
YDL141W	57	28	29
YDL140C	586	281	305
YDL139C	17	7	10
YDL138W	67	29	38
YDL137W	310	157	153
YDL136W	201	170	31
YDL135C	52	34	18
YDL134C	170	90	80
YDL133C-A	284	221	63
YDL133W	45	31	14
YDL132W	156	80	76
YDL131W	153	74	79
YDL130W-A	42	27	15
YDL130W	933	471	462
YDL129W	7	2	5
